OwnCar,OwnProperty,ChildrenCount,TotalIncome,IncomeType,EducationType,FamilyStatus,HousingType,FamilyMembers,Target,AccountLength,Age,Unemployed,YearsEmployed
0,1,1,202500.0,2.0,1.0,4.0,5.0,3,0,33,35.390210196109564,0,3.397744921350145
1,1,1,144000.0,3.0,1.0,4.0,5.0,3,0,40,36.98641107374626,0,2.8145703296921427
1,1,1,135000.0,3.0,3.0,4.0,5.0,3,0,47,40.69353969865206,0,12.065964438670498
0,1,0,180000.0,3.0,1.0,4.0,5.0,2,0,55,53.38922317995796,0,8.731191421583894
0,1,0,225000.0,3.0,1.0,4.0,5.0,2,0,40,39.729795772531794,0,4.8981189881510145
0,1,0,112500.0,3.0,3.0,2.0,5.0,1,0,6,61.252497486257404,0,3.838548251194926
1,1,0,247500.0,4.0,1.0,4.0,2.0,2,0,14,55.06482341514433,0,2.3956702708955495
0,1,1,157500.0,3.0,1.0,4.0,5.0,3,1,22,39.72705786365077,0,10.417743292294361
1,1,1,360000.0,2.0,1.0,4.0,5.0,3,0,56,42.040590868115615,0,5.755084467911366
0,1,0,135000.0,3.0,3.0,4.0,5.0,2,0,28,46.4814790731357,0,0.25188761705416063
1,1,0,270000.0,3.0,1.0,0.0,5.0,1,0,9,26.872575667245506,0,3.6715358094524935
0,1,0,157500.0,3.0,1.0,4.0,5.0,2,0,7,41.164460026188095,0,3.0883612177944912
0,1,1,157500.0,3.0,3.0,0.0,5.0,2,0,37,44.096760437764246,0,1.5031119756818934
1,0,1,202500.0,4.0,3.0,4.0,5.0,3,0,50,36.652386190261396,0,6.754421209484938
0,0,0,112500.0,3.0,1.0,0.0,5.0,1,1,12,31.297036418979456,0,0.8378001175931864
0,1,1,157500.0,4.0,3.0,4.0,5.0,3,1,48,42.83458444361242,0,11.718250010780515
1,1,2,315000.0,3.0,1.0,4.0,5.0,4,0,15,34.278619190414034,0,4.298516943206871
1,1,0,225000.0,3.0,3.0,0.0,5.0,1,0,2,36.72904763893005,0,5.8782903675574225
0,1,1,171000.0,1.0,1.0,3.0,5.0,3,0,10,48.17898257937026,1,0.0
0,1,0,103500.0,3.0,1.0,1.0,5.0,1,1,50,53.75062715225306,0,6.045302809299855
0,1,0,202500.0,2.0,0.0,4.0,3.0,2,0,26,26.738418132075356,0,5.297853684780444
1,1,1,202500.0,3.0,1.0,4.0,5.0,3,0,12,50.960698002490126,0,10.631300185014192
0,1,0,157500.0,1.0,1.0,4.0,5.0,2,0,27,61.55092955428896,1,0.0
1,1,0,202500.0,3.0,3.0,4.0,5.0,2,1,56,41.50669863631603,0,10.880449893187329
0,1,0,135000.0,4.0,1.0,0.0,5.0,1,0,11,40.16786119349555,0,5.5497413018346045
0,1,0,157500.0,3.0,1.0,4.0,5.0,2,0,18,58.04093036881686,0,13.878460117908045
0,1,1,216000.0,3.0,3.0,0.0,5.0,2,0,8,28.780898157318873,0,4.878953625983851
0,1,1,99000.0,3.0,3.0,4.0,5.0,3,0,36,45.78057439959369,0,24.29894131908343
0,1,0,215550.0,3.0,3.0,4.0,5.0,2,1,48,28.553651720193926,0,2.5489931682328644
1,1,0,135000.0,3.0,3.0,3.0,5.0,2,0,37,45.66558222659071,0,1.2128936342934038
0,1,0,270000.0,3.0,1.0,3.0,5.0,2,0,49,44.189849339719046,0,2.4641179929211363
1,0,0,396000.0,2.0,3.0,4.0,5.0,2,0,13,34.4264662699893,0,6.716090485150609
1,1,0,85500.0,1.0,1.0,1.0,5.0,1,0,9,64.54620187012866,1,0.0
1,1,0,360000.0,1.0,3.0,0.0,5.0,1,0,10,62.05744269727831,1,0.0
1,1,0,157500.0,1.0,3.0,1.0,5.0,1,0,2,63.63174030386681,1,0.0
0,1,2,135000.0,3.0,1.0,4.0,5.0,4,0,4,34.46753490320465,0,11.214474776672194
0,1,1,135000.0,2.0,1.0,4.0,5.0,3,0,5,42.41294647593481,0,4.213641767895143
0,1,0,94500.0,1.0,1.0,1.0,5.0,1,0,0,57.08813807822069,1,0.0
0,1,2,225000.0,3.0,1.0,4.0,5.0,4,0,32,48.2529061191579,0,1.8782054923821108
0,1,0,265500.0,3.0,1.0,4.0,5.0,2,0,35,43.601198930299,0,9.130926118213322
1,1,0,202500.0,2.0,1.0,4.0,5.0,2,0,9,64.36823779286213,0,3.132167759890867
0,0,0,225000.0,3.0,1.0,0.0,5.0,1,0,21,39.99537293399107,0,2.381980726490432
0,1,0,225000.0,4.0,1.0,0.0,5.0,1,0,17,48.031135499795,0,1.2977688096051319
1,0,2,270000.0,3.0,1.0,4.0,0.0,4,0,42,36.299195944609366,0,6.297190426354016
0,1,0,135000.0,3.0,1.0,1.0,5.0,1,0,60,47.330230826252986,0,13.213148259819338
0,1,0,180000.0,3.0,2.0,4.0,5.0,2,0,37,46.944185674028674,0,15.551322444213394
1,1,1,180000.0,3.0,3.0,3.0,0.0,3,0,35,36.78380581655052,0,3.5510678186874602
0,0,0,157500.0,2.0,1.0,4.0,5.0,2,1,54,52.03122037497031,0,4.298516943206871
0,1,0,211500.0,3.0,1.0,4.0,5.0,2,0,48,44.4992330432747,0,4.383392118518599
0,0,1,112500.0,2.0,1.0,4.0,5.0,3,0,16,26.234642897967035,0,2.045217934124543
0,0,1,148500.0,3.0,1.0,4.0,5.0,3,0,43,37.164375151012784,0,0.29843206803155986
1,1,0,247500.0,3.0,1.0,1.0,5.0,1,0,17,55.2948077611503,0,7.384140252120339
0,0,2,189000.0,3.0,1.0,1.0,2.0,3,0,13,27.6528796983372,0,1.631793693089997
0,1,0,112500.0,2.0,1.0,3.0,5.0,2,0,39,34.0541106621701,0,2.045217934124543
0,1,0,135000.0,3.0,1.0,2.0,5.0,1,0,9,52.92925448794601,0,4.963828801295579
1,1,0,270000.0,2.0,1.0,4.0,5.0,2,1,26,50.536322125931484,0,16.46578401047524
1,0,1,135000.0,3.0,3.0,4.0,2.0,3,0,30,34.286832917057104,0,6.79548984270029
0,1,0,315000.0,2.0,3.0,4.0,5.0,2,0,20,53.808123238754554,0,16.298771568732807
0,1,0,112500.0,3.0,1.0,4.0,5.0,2,0,36,45.08240763493271,0,10.382150476841055
1,0,1,202500.0,3.0,3.0,4.0,3.0,3,0,15,26.037513458533343,0,7.87970175958559
0,1,0,202500.0,3.0,3.0,4.0,5.0,2,0,59,31.40929068310142,0,1.631793693089997
0,0,0,135000.0,3.0,1.0,4.0,5.0,2,0,18,32.18959471419311,0,2.130093109436271
0,1,2,207000.0,2.0,1.0,4.0,5.0,4,0,13,35.57912590890019,0,4.1315045014644385
0,1,0,157500.0,3.0,1.0,4.0,2.0,2,0,11,47.64235243868966,0,3.132167759890867
1,1,0,180000.0,1.0,1.0,2.0,2.0,1,0,0,57.14289625584116,1,0.0
0,1,0,180000.0,1.0,1.0,2.0,5.0,1,0,36,67.59075654582678,1,0.0
0,1,0,157500.0,2.0,3.0,4.0,5.0,2,0,33,31.025983439758132,0,1.5496564266592925
0,0,1,135000.0,3.0,1.0,2.0,5.0,2,0,11,37.56137193876119,0,0.046544450977399246
0,1,1,225000.0,3.0,1.0,4.0,5.0,3,0,16,36.48537374851896,0,10.130262859786894
1,1,0,270000.0,2.0,1.0,4.0,5.0,2,0,19,49.87922399448585,0,4.213641767895143
0,1,2,144000.0,3.0,1.0,4.0,5.0,4,0,43,30.519470296768787,0,0.7173321268281531
1,0,1,90000.0,4.0,1.0,4.0,2.0,3,0,23,38.03229226629723,0,19.384394877646272
0,1,0,180000.0,1.0,1.0,2.0,5.0,1,0,5,56.187366056363956,1,0.0
0,1,0,157500.0,2.0,1.0,4.0,5.0,2,0,3,57.131944620317064,0,3.466192643375732
1,0,0,270000.0,1.0,3.0,4.0,5.0,2,0,53,64.31074170636064,1,0.0
0,1,0,202500.0,3.0,1.0,4.0,5.0,2,0,2,44.62517685180178,0,1.7933303170703827
1,0,0,157500.0,2.0,1.0,0.0,0.0,1,0,11,22.111352123145664,0,1.631793693089997
0,1,0,247500.0,2.0,1.0,4.0,5.0,2,0,50,41.89548169742137,0,1.631793693089997
0,1,0,274500.0,3.0,3.0,4.0,5.0,2,0,21,58.30376962139511,0,7.794826584273862
0,1,0,135000.0,1.0,1.0,0.0,5.0,1,0,11,58.27365262370385,1,0.0
0,0,0,90000.0,3.0,3.0,1.0,5.0,1,0,31,46.623850334948926,0,5.464866126522876
1,1,0,157500.0,3.0,1.0,3.0,5.0,2,1,32,25.662419941833125,0,3.318345563800464
0,1,1,180000.0,3.0,1.0,1.0,5.0,2,0,23,45.07693181717066,0,2.483283355088301
1,1,2,225000.0,3.0,1.0,4.0,5.0,4,0,26,44.41161995908195,0,18.899785005705116
0,1,0,67500.0,3.0,1.0,4.0,1.0,2,0,4,28.304502012020787,0,6.899530380179182
1,0,1,202500.0,2.0,1.0,4.0,5.0,3,0,14,40.38141808621538,0,8.065879563495187
0,1,0,112500.0,3.0,1.0,0.0,5.0,1,0,30,59.86163977469747,0,2.7351709721424613
0,0,0,135000.0,3.0,1.0,4.0,5.0,2,0,7,39.87764285210706,0,3.5702331808546246
1,1,0,180000.0,3.0,1.0,0.0,5.0,1,0,7,52.86080676592042,0,1.6509590552571614
0,0,0,157500.0,3.0,1.0,3.0,5.0,2,0,28,55.021016873047955,0,5.150006605205175
1,1,0,216000.0,2.0,1.0,4.0,5.0,2,0,13,36.69345482347675,0,1.4839466135147288
0,0,0,135000.0,3.0,1.0,0.0,5.0,1,0,22,31.51880703834236,0,12.898288738501638
1,1,2,450000.0,2.0,3.0,4.0,5.0,4,0,8,41.44372673205249,0,7.485442880718208
0,1,0,270000.0,3.0,1.0,0.0,5.0,1,0,6,45.06050436388452,0,26.23190498908601
1,1,0,315000.0,3.0,1.0,4.0,5.0,2,1,11,49.86553445008073,0,3.1513331220580314
1,1,0,225000.0,1.0,1.0,0.0,5.0,1,1,12,47.787461609383904,1,0.0
1,1,0,157500.0,3.0,1.0,0.0,5.0,1,0,3,28.964338052347447,0,1.812495679237547
1,1,0,112500.0,3.0,1.0,4.0,5.0,2,0,44,28.36747391628433,0,0.7364974889953174
1,1,0,157500.0,3.0,3.0,0.0,5.0,1,0,56,27.85822286441396,0,1.5688217888264568
0,0,0,130500.0,1.0,1.0,1.0,5.0,1,0,39,66.51202044670352,1,0.0
0,1,1,202500.0,4.0,1.0,3.0,5.0,3,0,60,43.738094374350176,0,23.98408179776573
1,1,0,157500.0,1.0,3.0,4.0,5.0,2,0,21,58.88694421305311,1,0.0
0,0,0,112500.0,1.0,1.0,4.0,5.0,2,0,35,65.33745753674445,1,0.0
0,1,1,90000.0,2.0,1.0,4.0,5.0,3,0,11,45.69569922428197,0,3.233470388488736
1,1,0,225000.0,1.0,3.0,4.0,5.0,2,1,47,60.110789482870615,1,0.0
1,1,0,189000.0,3.0,1.0,4.0,5.0,2,0,43,43.54917866155955,0,5.150006605205175
1,1,0,225000.0,3.0,1.0,3.0,5.0,2,0,13,54.446056008033025,0,4.317682305374036
1,1,1,157500.0,3.0,1.0,4.0,5.0,3,0,19,46.27613590705894,0,4.651707188858901
1,1,0,157500.0,3.0,1.0,4.0,5.0,2,0,13,53.34267872898056,0,7.570318056029936
0,1,0,90000.0,3.0,1.0,0.0,5.0,1,0,16,40.37320435957231,0,1.8973708545492751
0,1,0,189000.0,3.0,1.0,4.0,5.0,2,0,24,39.43136370450023,0,2.8994455050038708
0,1,0,216000.0,1.0,1.0,0.0,5.0,1,0,33,57.77535320735758,1,0.0
0,1,1,90000.0,3.0,1.0,3.0,5.0,3,0,4,25.377677418206684,0,1.4018093470840243
0,1,0,292500.0,1.0,1.0,4.0,5.0,2,0,2,57.71238130309404,1,0.0
0,1,0,472500.0,1.0,1.0,4.0,5.0,2,0,6,60.06150712301219,1,0.0
0,1,0,157500.0,3.0,1.0,4.0,5.0,2,0,8,47.4835537235903,0,2.5681585304000287
1,1,0,315000.0,3.0,1.0,0.0,5.0,1,0,8,35.35187947177524,0,9.31710392212292
0,1,0,67500.0,1.0,1.0,2.0,5.0,1,0,1,65.31829217457728,1,0.0
0,1,0,67500.0,1.0,1.0,4.0,5.0,2,0,7,61.72889363155549,1,0.0
0,1,0,44550.0,1.0,1.0,4.0,5.0,2,0,6,62.728230373129065,1,0.0
0,1,0,135000.0,1.0,1.0,2.0,5.0,1,0,36,66.18620928986172,1,0.0
0,0,1,76500.0,3.0,3.0,4.0,5.0,3,0,14,43.57381984148876,0,2.1492584716034355
1,0,2,103500.0,3.0,1.0,4.0,2.0,4,0,3,31.989727365878398,0,10.568328280750652
0,1,0,112500.0,3.0,1.0,0.0,5.0,1,0,23,52.187281181188645,0,26.815079580744012
0,1,1,72000.0,2.0,1.0,4.0,5.0,3,1,3,22.051118127763147,0,1.0650465547181356
0,1,1,81000.0,2.0,1.0,4.0,5.0,3,0,17,39.683251321554394,0,4.150669863631603
1,1,1,157500.0,3.0,1.0,4.0,5.0,3,0,20,43.475255121771916,0,6.231480613209452
1,1,0,157500.0,3.0,3.0,3.0,5.0,2,0,0,56.96493217857463,0,6.401230963832908
1,1,2,157500.0,1.0,1.0,4.0,5.0,4,0,7,46.42672089551524,1,0.0
0,1,0,67500.0,1.0,1.0,1.0,5.0,1,0,36,54.038107584760525,1,0.0
0,1,0,135000.0,3.0,1.0,4.0,5.0,2,0,12,55.98476079916822,0,2.483283355088301
0,0,0,121500.0,3.0,1.0,1.0,5.0,1,0,6,45.096097179337825,0,7.515559878409467
0,1,0,157500.0,3.0,1.0,1.0,5.0,1,0,47,49.68757037281421,0,22.93272478745271
0,1,1,675000.0,2.0,3.0,4.0,5.0,3,0,38,43.653219199038446,0,4.016512328461452
0,1,1,292500.0,3.0,2.0,0.0,5.0,2,0,18,34.67561597816244,0,7.099397728493897
0,1,0,45000.0,3.0,1.0,4.0,5.0,2,0,11,53.69039315687054,0,4.5148117448077265
0,1,0,225000.0,2.0,3.0,4.0,5.0,2,0,15,29.44621001540758,0,2.8474252362644243
0,1,1,225000.0,2.0,3.0,4.0,5.0,3,0,16,35.622932450996565,0,5.347136044638866
0,1,0,180000.0,3.0,1.0,4.0,5.0,2,0,23,44.59779776299155,0,8.347884178240605
1,1,0,157500.0,3.0,1.0,4.0,5.0,2,1,32,47.48629163247132,0,1.5140636112059873
0,1,2,225000.0,3.0,1.0,3.0,5.0,4,0,29,30.85075727137263,0,4.766699361861887
0,1,0,315000.0,2.0,1.0,0.0,5.0,1,1,49,55.01006523752386,0,3.682487444976587
1,1,0,135000.0,3.0,1.0,1.0,5.0,1,1,47,44.38424087027172,0,3.8494998867190198
0,1,0,360000.0,1.0,1.0,4.0,5.0,2,0,29,60.2257816558736,1,0.0
0,1,0,135000.0,2.0,1.0,4.0,5.0,2,1,16,45.16728281024443,0,1.1773008188400986
0,1,0,180000.0,2.0,3.0,4.0,0.0,2,0,6,26.34963507097002,0,7.597697144840171
1,1,1,166500.0,3.0,1.0,4.0,5.0,3,0,23,37.0849757934631,0,10.513570103130183
1,1,0,81000.0,1.0,1.0,4.0,5.0,2,1,23,62.84048463725103,1,0.0
0,0,1,112500.0,3.0,3.0,3.0,0.0,3,0,46,33.0629876472396,0,14.680667420047927
0,1,0,225000.0,2.0,1.0,4.0,5.0,2,0,23,28.9588622345854,0,7.263672261355306
0,1,0,157500.0,3.0,1.0,0.0,5.0,1,0,4,48.01744595538988,0,21.016188570736272
0,1,1,67500.0,3.0,1.0,4.0,5.0,3,0,22,41.75858625337019,0,2.428525177467831
0,1,0,144000.0,3.0,1.0,4.0,5.0,2,0,37,54.689729898444114,0,29.51465773743317
0,1,0,247500.0,3.0,1.0,2.0,5.0,1,0,30,49.39187621366367,0,13.177555444366034
1,1,1,900000.0,3.0,1.0,4.0,4.0,3,0,37,42.010473870424356,0,3.014437678006857
0,1,0,135000.0,1.0,3.0,4.0,5.0,2,0,30,64.72416594739518,1,0.0
1,0,1,180000.0,4.0,1.0,4.0,2.0,3,0,51,48.07220413301035,0,4.93371180360432
0,0,0,180000.0,2.0,2.0,4.0,0.0,2,0,14,22.57953454180068,0,1.1773008188400986
0,1,0,216000.0,1.0,1.0,2.0,5.0,1,0,29,56.54603211977803,1,0.0
1,1,1,315000.0,3.0,2.0,0.0,5.0,2,0,20,32.10198163000036,0,5.596285752812003
1,1,0,76500.0,3.0,1.0,4.0,5.0,2,0,7,33.895311947070745,0,6.2615976109007105
0,0,1,360000.0,2.0,3.0,3.0,5.0,3,0,30,40.534740983552695,0,5.262260869327138
0,1,0,85500.0,1.0,1.0,4.0,5.0,2,0,19,58.949916117316654,1,0.0
0,1,0,247500.0,3.0,1.0,4.0,5.0,2,0,22,50.75535483641337,0,3.934375062030748
0,1,0,139500.0,3.0,1.0,4.0,5.0,2,0,9,51.281033341569874,0,0.42985169432068715
1,1,0,157500.0,3.0,1.0,4.0,5.0,2,0,28,31.41476650086347,0,1.5962008776366918
0,1,0,40500.0,1.0,1.0,4.0,5.0,2,0,44,57.98069637343434,1,0.0
0,1,0,315000.0,3.0,1.0,4.0,5.0,2,0,60,52.51309233803044,0,3.348462561491722
0,0,4,67500.0,2.0,1.0,4.0,5.0,6,0,36,36.359429939991884,0,0.7666144866865758
1,1,0,90000.0,3.0,1.0,4.0,0.0,2,0,40,30.598869654318467,0,8.43002144467131
0,1,0,135000.0,3.0,1.0,3.0,5.0,2,0,19,40.04191738496847,0,21.429612811770816
0,1,0,324000.0,3.0,1.0,1.0,5.0,1,1,4,44.135091162098576,0,4.262924127753566
0,1,2,81000.0,3.0,1.0,4.0,5.0,4,0,40,44.99753245962098,0,26.680922045573862
0,1,0,180000.0,2.0,3.0,3.0,5.0,2,0,17,35.444968373730035,0,0.9336269284290084
0,1,0,180000.0,2.0,3.0,4.0,5.0,2,0,7,41.20826656828447,0,1.6810760529484199
0,1,0,112500.0,1.0,1.0,4.0,5.0,2,0,54,64.39561688167237,1,0.0
1,0,0,180000.0,2.0,1.0,0.0,1.0,1,0,49,26.585095234738038,0,3.7673626202883153
0,1,0,247500.0,1.0,1.0,2.0,5.0,1,0,18,67.10888458276663,1,0.0
1,1,0,229500.0,2.0,1.0,3.0,5.0,2,0,60,49.82446581686538,0,8.263009002928877
1,1,0,360000.0,3.0,1.0,0.0,2.0,1,0,48,35.63388408652066,0,2.9323004115761524
0,1,0,112500.0,2.0,1.0,4.0,5.0,2,1,34,54.8047220714471,0,4.681824186550159
1,1,0,108000.0,3.0,1.0,1.0,0.0,1,0,12,46.09269601203037,0,3.099312853318585
1,1,0,161100.0,1.0,1.0,4.0,5.0,2,0,20,54.27904356629059,1,0.0
0,1,0,216000.0,1.0,1.0,4.0,5.0,2,0,39,62.191600232448465,1,0.0
0,1,0,112500.0,3.0,1.0,0.0,5.0,1,0,60,51.825877208893544,0,3.7673626202883153
0,1,0,90000.0,1.0,3.0,4.0,5.0,2,0,38,58.2791284414659,1,0.0
0,1,1,180000.0,2.0,1.0,0.0,5.0,2,0,16,41.67371107805847,0,1.5140636112059873
1,1,0,225000.0,2.0,3.0,4.0,5.0,2,0,5,53.02781920766286,0,8.263009002928877
0,0,1,126000.0,1.0,1.0,2.0,5.0,2,1,4,51.798498120083316,1,0.0
0,1,1,63000.0,2.0,1.0,4.0,5.0,3,0,58,39.836574218891705,0,8.178133827617149
1,1,0,225000.0,2.0,1.0,4.0,5.0,2,0,44,27.469439803308624,0,5.681160928123731
0,1,0,180000.0,3.0,1.0,0.0,5.0,1,1,53,41.862626790849085,0,3.4305998279224266
1,0,1,157500.0,3.0,1.0,4.0,5.0,3,0,2,42.62102755089259,0,5.514148486381298
1,0,1,180000.0,1.0,1.0,4.0,5.0,3,0,36,42.46496674467425,1,0.0
1,1,0,144000.0,2.0,1.0,4.0,5.0,2,0,10,45.28227498324742,0,1.015764194859713
1,0,1,360000.0,3.0,3.0,2.0,5.0,2,0,55,45.12073835926703,0,11.01460742835748
1,1,0,157500.0,1.0,0.0,4.0,5.0,2,0,7,59.519401164569544,1,0.0
0,1,0,382500.0,3.0,1.0,4.0,5.0,2,0,12,47.72722761400139,0,4.681824186550159
1,1,1,112500.0,3.0,1.0,4.0,5.0,3,0,39,44.21722842852928,0,4.4299365694959985
0,1,0,135000.0,1.0,1.0,4.0,5.0,2,0,14,46.790862776691355,1,0.0
0,0,0,157500.0,1.0,1.0,4.0,5.0,2,0,47,59.12514228570216,1,0.0
0,1,0,450000.0,1.0,1.0,4.0,5.0,2,0,25,60.102575756227544,1,0.0
1,1,3,202500.0,3.0,1.0,4.0,5.0,5,1,50,43.84213491182906,0,13.100893995697376
0,1,2,54000.0,3.0,1.0,4.0,5.0,4,0,37,27.118987466537618,0,2.1766375604136705
1,1,0,270000.0,3.0,1.0,0.0,5.0,1,0,41,37.79683210252921,0,4.262924127753566
1,1,2,85500.0,3.0,1.0,4.0,5.0,4,0,13,39.08091136772922,0,8.43002144467131
1,1,0,225000.0,3.0,2.0,4.0,5.0,2,0,15,57.43037668834862,0,2.2615127357253986
1,1,1,157500.0,1.0,3.0,4.0,5.0,3,0,28,37.74481183378976,1,0.0
0,1,0,180000.0,4.0,1.0,4.0,5.0,2,0,19,40.636043612150566,0,21.933388045879138
0,1,1,180000.0,2.0,3.0,3.0,0.0,3,0,11,31.406552774220398,0,2.76528796983372
1,1,0,180000.0,3.0,3.0,4.0,0.0,2,0,36,30.360671581669425,0,4.016512328461452
0,1,0,391500.0,3.0,1.0,1.0,5.0,1,0,26,47.973639413293505,0,4.178048952441838
0,1,1,135000.0,3.0,1.0,4.0,3.0,3,0,20,39.68872713931644,0,11.515644753584779
0,1,0,90000.0,1.0,1.0,4.0,5.0,2,0,16,63.30045332926297,1,0.0
1,1,0,90000.0,1.0,1.0,4.0,5.0,2,0,12,67.9548984270029,1,0.0
1,0,0,427500.0,4.0,3.0,4.0,5.0,2,0,36,48.39801528985215,0,14.01535556195922
0,0,0,135000.0,1.0,1.0,4.0,5.0,2,0,44,58.48994742530471,1,0.0
1,0,0,119250.0,3.0,1.0,3.0,5.0,2,0,32,48.028397590913976,0,1.7659512282601477
0,1,0,180000.0,1.0,1.0,4.0,5.0,2,0,26,56.570673299707245,1,0.0
0,1,0,180000.0,3.0,1.0,1.0,5.0,1,0,17,49.186533047586906,0,0.5968641360631197
1,1,0,225000.0,3.0,1.0,4.0,5.0,2,0,46,58.09021272867528,0,4.262924127753566
1,1,0,225000.0,3.0,3.0,3.0,5.0,2,0,9,30.300437586286908,0,1.3470511694635545
0,1,0,135000.0,2.0,1.0,4.0,5.0,2,0,55,40.964592677873384,0,15.09956747884452
0,1,0,135000.0,2.0,3.0,3.0,5.0,2,0,28,24.523449847327356,0,0.9336269284290084
1,1,0,202500.0,3.0,1.0,4.0,5.0,2,1,30,51.34126733695239,0,32.597543137465614
0,1,1,157500.0,3.0,1.0,3.0,5.0,3,0,11,55.6206189179921,0,14.932555037102087
0,1,0,450000.0,1.0,1.0,0.0,5.0,1,0,30,57.33728778639382,1,0.0
0,1,0,225000.0,3.0,1.0,0.0,5.0,1,0,27,27.176483553039112,0,1.2621759941518267
1,1,1,247500.0,3.0,1.0,3.0,5.0,3,0,53,46.960613127314815,0,3.4305998279224266
0,1,1,135000.0,3.0,1.0,4.0,5.0,3,0,37,37.20544378422814,0,4.5148117448077265
0,0,0,270000.0,3.0,2.0,0.0,5.0,1,0,6,23.776000722807943,0,0.5968641360631197
0,1,0,292500.0,3.0,1.0,4.0,5.0,2,0,44,54.38855992153153,0,24.84926100416915
1,0,1,225000.0,3.0,1.0,4.0,5.0,3,0,47,50.97164963801422,0,8.016597203636763
0,1,0,112500.0,1.0,1.0,4.0,5.0,2,1,40,60.592661445930744,1,0.0
0,1,0,189000.0,3.0,1.0,4.0,5.0,2,0,5,45.16180699248238,0,3.934375062030748
1,1,2,270000.0,2.0,1.0,4.0,5.0,4,0,23,47.527360265686674,0,10.261682486076023
1,1,2,72000.0,3.0,1.0,4.0,5.0,4,0,32,29.440734197645533,0,10.428694927818455
1,1,0,144000.0,3.0,1.0,4.0,5.0,2,0,30,42.147369314475526,0,8.101472378948491
1,1,2,450000.0,3.0,1.0,4.0,5.0,4,0,41,40.72365669634332,0,12.849006378643216
0,1,0,171000.0,4.0,0.0,2.0,5.0,1,0,13,51.122234626470515,0,7.099397728493897
0,1,0,148500.0,1.0,2.0,1.0,5.0,1,1,15,50.73345156536518,1,0.0
0,0,1,225000.0,4.0,1.0,3.0,5.0,3,0,3,48.23100284810971,0,19.682826945677835
1,1,1,180000.0,2.0,1.0,0.0,5.0,2,0,10,33.7392511408524,0,7.93445993720606
0,0,0,180000.0,3.0,1.0,4.0,5.0,2,0,26,37.35329086380341,0,12.766869112212511
1,1,0,202500.0,3.0,3.0,4.0,5.0,2,0,49,40.09941347146996,0,5.347136044638866
0,1,0,121500.0,3.0,1.0,0.0,5.0,1,0,8,60.417435277545245,0,4.449101931663163
0,0,0,180000.0,2.0,1.0,0.0,2.0,1,0,8,45.89009075483463,0,12.413678866560481
0,0,0,202500.0,3.0,1.0,4.0,5.0,2,0,42,47.037274575983474,0,12.580691308302914
0,1,0,225000.0,3.0,1.0,4.0,5.0,2,0,4,53.055198296473094,0,1.0842119168853002
0,1,0,180000.0,1.0,3.0,0.0,5.0,1,0,41,64.70500058522802,1,0.0
1,1,4,112500.0,3.0,1.0,4.0,5.0,6,0,23,37.657198749597015,0,11.41434212498691
0,0,0,180000.0,2.0,3.0,3.0,5.0,2,0,50,53.01960548101979,0,0.6653118580887069
0,1,0,112500.0,1.0,1.0,0.0,5.0,1,0,4,64.06706781594954,1,0.0
0,0,0,247500.0,3.0,3.0,0.0,0.0,1,0,40,28.318191556425905,0,5.6346164771463325
0,0,2,225000.0,3.0,2.0,4.0,5.0,4,0,41,38.24584915901706,0,0.7200700357091766
0,1,0,67500.0,3.0,1.0,0.0,5.0,1,0,35,58.78837949333627,0,26.21547753579987
1,0,0,157500.0,3.0,1.0,0.0,5.0,1,0,47,32.099243721119336,0,10.138476586429965
0,1,0,202500.0,2.0,1.0,4.0,5.0,2,1,37,52.56237469788886,0,5.998758358322456
0,0,0,122400.0,3.0,1.0,4.0,5.0,2,0,34,57.36466687520406,0,3.162284757582125
0,1,0,112500.0,3.0,3.0,4.0,5.0,2,0,31,31.29977432786048,0,2.2450852824392578
1,1,0,180000.0,3.0,0.0,0.0,5.0,1,0,34,32.82205166570954,0,6.831082658153595
0,0,1,405000.0,3.0,1.0,4.0,0.0,3,0,39,34.702995066972676,0,3.6359429939991883
0,0,0,103500.0,1.0,1.0,4.0,5.0,2,1,52,62.243620501187905,1,0.0
1,1,0,202500.0,2.0,1.0,4.0,5.0,2,0,22,26.31951807327876,0,2.970631135910481
0,1,1,166500.0,3.0,1.0,3.0,5.0,3,0,34,33.56128706358588,0,4.972042527938648
1,1,0,391500.0,3.0,1.0,4.0,5.0,2,0,23,46.530761432994126,0,19.888170111754594
1,1,0,360000.0,1.0,1.0,4.0,5.0,2,0,29,57.110041349268876,1,0.0
1,1,0,270000.0,3.0,1.0,4.0,5.0,2,0,33,54.70889526061128,0,4.720154910884488
0,1,0,135000.0,3.0,1.0,3.0,5.0,2,0,36,37.77492883148102,0,11.581354566729342
0,1,1,135000.0,3.0,1.0,3.0,5.0,3,0,55,36.23074822258378,0,7.469015427432067
0,1,0,90000.0,2.0,1.0,1.0,5.0,1,0,34,54.39403573929358,0,1.9712943943369092
0,1,0,60376.5,3.0,1.0,1.0,5.0,1,0,21,50.11468415825387,0,0.4681824186550159
0,1,0,225000.0,2.0,1.0,0.0,5.0,1,0,29,25.049128352483866,0,3.3320351082055812
0,0,1,67500.0,3.0,3.0,4.0,0.0,3,0,11,29.939033613991807,0,1.2457485408656856
1,1,1,103500.0,3.0,3.0,4.0,5.0,3,0,3,27.444798623379413,0,4.553142469142055
